"k" "c" "SR"
0.23 0.78 0.674280052096631
0.235 0.78 0.676810808022426
0.24 0.78 0.679305119014015
0.245 0.78 0.68176410931681
0.25 0.78 0.684188874810933
0.255 0.78 0.686580482516127
0.26 0.78 0.688939970308822
0.265 0.78 0.691268346820553
0.27 0.78 0.693566591490571
0.275 0.78 0.695835654748785
0.28 0.78 0.698076458308121
0.285 0.78 0.700289895547973
0.29 0.78 0.702476831972772
0.295 0.78 0.704638105731716
0.3 0.78 0.70677452818757
0.305 0.78 0.70888688452402
0.31 0.78 0.710975934382524
0.315 0.78 0.713042412520796
0.32 0.78 0.715087029486249
0.325 0.78 0.7171104722986
0.33 0.78 0.719113405136756
0.335 0.78 0.721096470025805
0.34 0.78 0.723060287520617
0.345 0.78 0.725005457383089
0.35 0.78 0.726932559250602
0.355 0.78 0.728842153293666
0.36 0.78 0.730734780861101
0.365 0.78 0.732610965111436
0.37 0.78 0.734471211629482
0.375 0.78 0.736316009027273
0.38 0.78 0.738145829528783
0.385 0.78 0.739961129537991
0.39 0.78 0.741762350190036
0.395 0.78 0.743549917885316
0.4 0.78 0.745324244806502
0.405 0.78 0.747085729418518
0.41 0.78 0.748834756951644
0.415 0.78 0.750571699867908
0.42 0.78 0.752296918311051
0.425 0.78 0.754010760540333
0.43 0.78 0.755713563348513
0.435 0.78 0.757405652464354
0.44 0.78 0.759087342940016
0.445 0.78 0.760758939523729
0.45 0.78 0.762420737018125
0.455 0.78 0.764073020624634
0.46 0.78 0.765716066274333
0.465 0.78 0.767350140945652
0.47 0.78 0.768975502969313
0.475 0.78 0.77059240232089
0.48 0.78 0.772201080901373
0.485 0.78 0.773801772806081
0.49 0.78 0.775394704582277
0.495 0.78 0.77698009547584
0.5 0.78 0.77855815766729
0.005 0.785 0.500231042062427
0.01 0.785 0.504954604425142
0.015 0.785 0.511785105047787
0.02 0.785 0.517429015639359
0.025 0.785 0.522667000055971
0.03 0.785 0.52773742884815
0.035 0.785 0.532715908451631
0.04 0.785 0.537630980344421
0.045 0.785 0.542493777088703
0.05 0.785 0.547307560917196
0.055 0.785 0.552071393149059
0.06 0.785 0.556781783102639
0.065 0.785 0.561433584509367
0.07 0.785 0.566020632749619
0.075 0.785 0.570536338256679
0.08 0.785 0.574974322310569
0.085 0.785 0.579329094517104
0.09 0.785 0.583596697899117
0.095 0.785 0.587775195052157
0.1 0.785 0.591864861474423
0.105 0.785 0.595868008367913
0.11 0.785 0.59978846526071
0.115 0.785 0.603630864712374
0.12 0.785 0.60739992816604
0.125 0.785 0.61109992497929
0.13 0.785 0.614734387509723
0.135 0.785 0.618306066547661
0.14 0.785 0.621817048390478
0.145 0.785 0.62526894105186
0.15 0.785 0.628663058525851
0.155 0.785 0.632000565494891
0.16 0.785 0.635282573101505
0.165 0.785 0.638510192741498
0.17 0.785 0.64168456047351
0.175 0.785 0.644806843839899
0.18 0.785 0.647878239628333
0.185 0.785 0.650899967775965
0.19 0.785 0.653873264173174
0.195 0.785 0.656799373639105
0.2 0.785 0.659679543561201
0.205 0.785 0.662515018330344
0.21 0.785 0.665307034557014
0.215 0.785 0.66805681700412
0.22 0.785 0.670765575160806
0.225 0.785 0.673434500383621
0.23 0.785 0.676064763537486
0.235 0.785 0.678657513075505
0.24 0.785 0.681213873503052
0.245 0.785 0.683734944177405
0.25 0.785 0.686221798399467
0.255 0.785 0.688675482758933
0.26 0.785 0.691097016698573
0.265 0.785 0.693487392267181
0.27 0.785 0.695847574034291
0.275 0.785 0.698178499142853
0.28 0.785 0.700481077478925
0.285 0.785 0.702756191939944
0.29 0.785 0.705004698785383
0.295 0.785 0.707227428055637
0.3 0.785 0.709425184046726
0.305 0.785 0.711598745830035
0.31 0.785 0.713748867807674
0.315 0.785 0.715876280295319
0.32 0.785 0.717981690125479
0.325 0.785 0.720065781265102
0.33 0.785 0.722129215442303
0.335 0.785 0.724172632777738
0.34 0.785 0.726196652416808
0.345 0.785 0.728201873159468
0.35 0.785 0.730188874084912
0.355 0.785 0.732158215168853
0.36 0.785 0.734110437891509
0.365 0.785 0.736046065834737
0.37 0.785 0.73796560526704
0.375 0.785 0.739869545715463
0.38 0.785 0.741758360523564
0.385 0.785 0.743632507394872
0.39 0.785 0.745492428921388
0.395 0.785 0.747338553096847
0.4 0.785 0.749171293814537
0.405 0.785 0.750991051349624
0.41 0.785 0.752798212825965
0.415 0.785 0.754593152667521
0.42 0.785 0.756376233034468
0.425 0.785 0.75814780424424
0.43 0.785 0.759908205177682
0.435 0.785 0.761657763670623
0.44 0.785 0.763396796891116
0.445 0.785 0.765125611702659
0.45 0.785 0.766844505013723
0.455 0.785 0.768553764113902
0.46 0.785 0.770253666997011
0.465 0.785 0.771944482671479
0.47 0.785 0.773626471458347
0.475 0.785 0.775299885277207
0.48 0.785 0.776964967920395
0.485 0.785 0.778621955315749
0.49 0.785 0.78027107577822
0.495 0.785 0.781912550250627
0.5 0.785 0.783546592533825
0.005 0.79 0.500256032349623
0.01 0.79 0.50522911542495
0.015 0.79 0.511951627476759
0.02 0.79 0.517539448386986
0.025 0.79 0.522754762267433
0.03 0.79 0.527815497831362
0.035 0.79 0.532790728162305
0.04 0.79 0.537706572357359
0.045 0.79 0.54257319720453
0.05 0.79 0.5473935229166
0.055 0.79 0.552166580250507
0.06 0.79 0.556889019605483
0.065 0.79 0.56155592852301
0.07 0.79 0.566161409224631
0.075 0.79 0.570699115319222
0.08 0.79 0.575162830595662
0.085 0.79 0.579547095153955
0.09 0.79 0.58384781736971
0.095 0.79 0.58806275906886
0.1 0.79 0.592191767178255
0.105 0.79 0.596236667270882
0.11 0.79 0.600200827912108
0.115 0.79 0.604088510948008
0.12 0.79 0.60790418757166
0.125 0.79 0.611651989722985
0.13 0.79 0.615335392330203
0.135 0.79 0.618957128983159
0.14 0.79 0.622519276670154
0.145 0.79 0.626023423119737
0.15 0.79 0.62947084461954
0.155 0.79 0.632862652252057
0.16 0.79 0.636199892585707
0.165 0.79 0.639483606684837
0.17 0.79 0.642714858607069
0.175 0.79 0.645894744904964
0.18 0.79 0.649024393923179
0.185 0.79 0.652104960478989
0.19 0.79 0.655137619001283
0.195 0.79 0.658123556606462
0.2 0.79 0.661063966718346
0.205 0.79 0.663960043421668
0.21 0.79 0.666812976562483
0.215 0.79 0.66962394754487
0.22 0.79 0.672394125755829
0.225 0.79 0.675124665549656
0.23 0.79 0.67781670372779
0.235 0.79 0.680471357455983
0.24 0.79 0.68308972256643
0.245 0.79 0.68567287219788
0.25 0.79 0.68822185573164
0.255 0.79 0.690737697985869
0.26 0.79 0.693221398634581
0.265 0.79 0.695673931821483
0.27 0.79 0.698096245942062
0.275 0.79 0.700489263570349
0.28 0.79 0.702853881509463
0.285 0.79 0.705190970947507
0.29 0.79 0.707501377702499
0.295 0.79 0.709785922542034
0.3 0.79 0.712045401565068
0.305 0.79 0.71428058663479
0.31 0.79 0.71649222585292
0.315 0.79 0.718681044067013
0.32 0.79 0.720847743403427
0.325 0.79 0.722993003819598
0.33 0.79 0.725117483670098
0.335 0.79 0.727221820281732
0.34 0.79 0.729306630533588
0.345 0.79 0.731372511438537
0.35 0.79 0.733420040723206
0.355 0.79 0.735449777403907
0.36 0.79 0.737462262356378
0.365 0.79 0.739458018877576
0.37 0.79 0.741437553238041
0.375 0.79 0.74340135522362
0.38 0.79 0.745349898665586
0.385 0.79 0.747283641958372
0.39 0.79 0.749203028564306
0.395 0.79 0.751108487504921
0.4 0.79 0.753000433838491
0.405 0.79 0.754879269123596
0.41 0.79 0.756745381868591
0.415 0.79 0.758599147966943
0.42 0.79 0.760440931118455
0.425 0.79 0.762271083236483
0.43 0.79 0.764089944841234
0.435 0.79 0.765897845439368
0.44 0.79 0.767695103890048
0.445 0.79 0.769482028757698
0.45 0.79 0.771258918651683
0.455 0.79 0.773026062553176
0.46 0.79 0.774783740129466
0.465 0.79 0.776532222035971
0.47 0.79 0.778271770206213
0.475 0.79 0.780002638130025
0.48 0.79 0.781725071120245
0.485 0.79 0.783439306568121
0.49 0.79 0.785145574187704
0.495 0.79 0.786844096249397
0.5 0.79 0.788535087802919
0.005 0.795 0.500283987725274
0.01 0.795 0.505493207516442
0.015 0.795 0.512106089388079
0.02 0.795 0.517642640148608
0.025 0.795 0.522837327217877
0.03 0.795 0.527889303891515
0.035 0.795 0.532861712278065
0.04 0.795 0.537778471977636
0.045 0.795 0.542648875049435
0.05 0.795 0.547475537319963
0.055 0.795 0.552257472111146
0.06 0.795 0.556991472354693
0.065 0.795 0.561672856463672
0.07 0.795 0.566295991609448
0.075 0.795 0.570854778461713
0.08 0.795 0.575343176798212
0.085 0.795 0.579755782142543
0.09 0.795 0.584088403206348
0.095 0.795 0.588338540884871
0.1 0.795 0.592505650360422
0.105 0.795 0.59659109776399
0.11 0.795 0.600597802223092
0.115 0.795 0.604529653053364
0.12 0.795 0.608390861623747
0.125 0.795 0.612185411879582
0.13 0.795 0.615916714641643
0.135 0.795 0.619587485250071
0.14 0.795 0.623199795052681
0.145 0.795 0.626755217756887
0.15 0.795 0.630254998757338
0.155 0.795 0.63370020157751
0.16 0.795 0.637091812937847
0.165 0.795 0.640430806972367
0.17 0.795 0.643718178046675
0.175 0.795 0.646954953216307
0.18 0.795 0.650142193285669
0.185 0.795 0.653280988421796
0.19 0.795 0.656372451729557
0.195 0.795 0.659417712493015
0.2 0.795 0.662417909820787
0.205 0.795 0.66537418695248
0.21 0.795 0.668287686272192
0.215 0.795 0.671159544994367
0.22 0.795 0.673990891462348
0.225 0.795 0.676782841996154
0.23 0.795 0.679536498229251
0.235 0.795 0.682252944879103
0.24 0.795 0.684933247901473
0.245 0.795 0.687578452983424
0.25 0.795 0.690189584334402
0.255 0.795 0.692767643739005
0.26 0.795 0.695313609838763
0.265 0.795 0.697828437613698
0.27 0.795 0.700313058037592
0.275 0.795 0.702768377883681
0.28 0.795 0.705195279660075
0.285 0.795 0.707594621656545
0.29 0.795 0.709967238086366
0.295 0.795 0.712313939308813
0.3 0.795 0.714635512119586
0.305 0.795 0.716932720097953
0.31 0.795 0.71920630400075
0.315 0.795 0.721456982194596
0.32 0.795 0.723685451118739
0.325 0.795 0.725892385771935
0.33 0.795 0.728078440217583
0.335 0.795 0.730244248102132
0.34 0.795 0.732390423182418
0.345 0.795 0.73451755985818
0.35 0.795 0.73662623370657
0.355 0.795 0.738717002015881
0.36 0.795 0.740790404316151
0.365 0.795 0.742846962904674
0.37 0.795 0.744887183364729
0.375 0.795 0.746911555076133
0.38 0.795 0.748920551716479
0.385 0.795 0.750914631752096
0.39 0.795 0.752894238917979
0.395 0.795 0.754859802686085
0.4 0.795 0.756811738721532
0.405 0.795 0.758750449326349
0.41 0.795 0.760676323870542
0.415 0.795 0.762589739210302
0.42 0.795 0.764491060093291
0.425 0.795 0.766380639550971
0.43 0.795 0.768258819278009
0.435 0.795 0.770125929998831
0.44 0.795 0.771982291821434
0.445 0.795 0.773828214578594
0.45 0.795 0.775663998156617
0.455 0.795 0.777489932811823
0.46 0.795 0.779306299474922
0.465 0.795 0.781113370043502
0.47 0.795 0.782911407662782
0.475 0.795 0.784700666994861
0.48 0.795 0.786481394476607
0.485 0.795 0.788253828566399
0.49 0.795 0.790018199979843
0.495 0.795 0.791774731914653
0.5 0.795 0.793523640264795
0.005 0.8 0.50031526522558
0.01 0.8 0.505745775015318
0.015 0.8 0.512249543816154
0.02 0.8 0.517739223770832
0.025 0.8 0.522915119617809
0.03 0.8 0.527959174394403
0.035 0.8 0.53292914018864
0.04 0.8 0.537846936348215
0.045 0.8 0.542721061361839
0.05 0.8 0.547553859845208
0.055 0.8 0.552344338701565
0.06 0.8 0.557089433738283
0.065 0.8 0.561784690468086
0.07 0.8 0.566424738081044
0.075 0.8 0.57100372662545
0.08 0.8 0.575515803141423
0.085 0.8 0.579955640856005
0.09 0.8 0.584318981242845
0.095 0.8 0.588603102363946
0.1 0.8 0.592807104116123
0.105 0.8 0.596931920394146
0.11 0.8 0.600980034180865
0.115 0.8 0.604954961998918
0.12 0.8 0.608860646420523
0.125 0.8 0.612700912323716
0.13 0.8 0.616479098552139
0.135 0.8 0.620197899859891
0.14 0.8 0.623859384693882
0.145 0.8 0.627465118595546
0.15 0.8 0.631016322915057
0.155 0.8 0.634514019958179
0.16 0.8 0.637959141721889
0.165 0.8 0.641352599202516
0.17 0.8 0.644695319724588
0.175 0.8 0.64798826262827
0.18 0.8 0.651232422328737
0.185 0.8 0.654428825034048
0.19 0.8 0.657578522867359
0.195 0.8 0.660682587344148
0.2 0.8 0.663742103090233
0.205 0.8 0.666758162136152
0.21 0.8 0.669731858872409
0.215 0.8 0.672664285649409
0.22 0.8 0.675556528971948
0.225 0.8 0.678409666230481
0.23 0.8 0.681224762912875
0.235 0.8 0.684002870244493
0.24 0.8 0.68674502320907
0.245 0.8 0.689452238907305
0.25 0.8 0.692125515214224
0.255 0.8 0.694765829700202
0.26 0.8 0.697374138783985
0.265 0.8 0.699951377089311
0.27 0.8 0.702498456979609
0.275 0.8 0.705016268247942
0.28 0.8 0.707505677941773
0.285 0.8 0.709967530304371
0.29 0.8 0.712402646816604
0.295 0.8 0.714811826324744
0.3 0.8 0.717195845241486
0.305 0.8 0.719555457808855
0.31 0.8 0.721891396413024
0.315 0.8 0.724204371942191
0.32 0.8 0.726495074179786
0.325 0.8 0.72876417222616
0.33 0.8 0.731012314942811
0.335 0.8 0.733240131413901
0.34 0.8 0.735448231420537
0.345 0.8 0.737637205923844
0.35 0.8 0.739807627553406
0.355 0.8 0.741960051098127
0.36 0.8 0.744095013996947
0.365 0.8 0.746213036827241
0.37 0.8 0.748314623789057
0.375 0.8 0.75040026318359
0.38 0.8 0.752470427884593
0.385 0.8 0.754525575801605
0.39 0.8 0.75656615033408
0.395 0.8 0.758592580815678
0.4 0.8 0.760605282948103
0.405 0.8 0.762604659224017
0.41 0.8 0.764591099338662
0.415 0.8 0.766564980589903
0.42 0.8 0.768526668266513
0.425 0.8 0.770476516024563
0.43 0.8 0.772414866251836
0.435 0.8 0.774342050420261
0.44 0.8 0.776258389426369
0.445 0.8 0.77816419391982
0.45 0.8 0.780059764620069
0.455 0.8 0.781945392621267
0.46 0.8 0.783821359685493
0.465 0.8 0.78568793852442
0.47 0.8 0.787545393069536
0.475 0.8 0.789393978731027
0.48 0.8 0.791233942645408
0.485 0.8 0.793065523912024
0.49 0.8 0.794888953818466
0.495 0.8 0.796704456054986
0.5 0.8 0.798512246917931
0.005 0.805 0.50035025896751
0.01 0.805 0.505986099864696
0.015 0.805 0.512382951663021
0.02 0.805 0.51782976724173
0.025 0.805 0.522988522480612
0.03 0.805 0.528025406296291
0.035 0.805 0.532993266655274
0.04 0.805 0.537912201009756
0.045 0.805 0.542789986730814
0.05 0.805 0.547628726494617
0.055 0.805 0.552427429979567
0.06 0.805 0.557183175281266
0.065 0.805 0.561891730550868
0.07 0.805 0.566547983178106
0.075 0.805 0.571146333514298
0.08 0.805 0.57568112511028
0.085 0.805 0.580147128670864
0.09 0.805 0.584540048350538
0.095 0.805 0.588856975660267
0.1 0.805 0.593096691141302
0.105 0.805 0.597259724530318
0.11 0.805 0.601348137704362
0.115 0.805 0.605365075820436
0.12 0.805 0.609314204507254
0.125 0.805 0.613199178198806
0.13 0.805 0.617023254771444
0.135 0.805 0.620789104711179
0.14 0.805 0.624498795239699
0.145 0.805 0.628153889035565
0.15 0.805 0.631755590181394
0.155 0.805 0.63530488634855
0.16 0.805 0.638802660312538
0.165 0.805 0.642249764114897
0.17 0.805 0.645647061036006
0.175 0.805 0.648995444773038
0.18 0.805 0.652295844748925
0.185 0.805 0.655549224120112
0.19 0.805 0.658756574568132
0.195 0.805 0.661918910089753
0.2 0.805 0.665037260837789
0.205 0.805 0.66811266743926
0.21 0.805 0.671146175920906
0.215 0.805 0.674138833247732
0.22 0.805 0.677091683435366
0.225 0.805 0.680005764184653
0.23 0.805 0.682882103986354
0.235 0.805 0.685721719646967
0.24 0.805 0.6885256141907
0.245 0.805 0.691294775096617
0.25 0.805 0.694030172833769
0.255 0.805 0.69673275966057
0.26 0.805 0.699403468657965
0.265 0.805 0.702043212968803
0.27 0.805 0.704652885218662
0.275 0.805 0.707233357095777
0.28 0.805 0.709785479070046
0.285 0.805 0.712310080233169
0.29 0.805 0.714807968243869
0.295 0.805 0.717279929363841
0.3 0.805 0.719726728571683
0.305 0.805 0.72214910974343
0.31 0.805 0.724547795889606
0.315 0.805 0.726923489439857
0.32 0.805 0.729276872567265
0.325 0.805 0.731608607545343
0.33 0.805 0.733919337131591
0.335 0.805 0.736209684972176
0.34 0.805 0.738480256023025
0.345 0.805 0.740731636983166
0.35 0.805 0.742964396736705
0.355 0.805 0.745179086800291
0.36 0.805 0.747376241773331
0.365 0.805 0.74955637978861
0.37 0.805 0.751720002961263
0.375 0.805 0.753867597834379
0.38 0.805 0.755999635819725
0.385 0.805 0.758116573632357
0.39 0.805 0.760218853718023
0.395 0.805 0.762306904672497
0.4 0.805 0.764381141652081
0.405 0.805 0.766441966774687
0.41 0.805 0.768489769510993
0.415 0.805 0.770524927065287
0.42 0.805 0.772547804745686
0.425 0.805 0.7745587563235
0.43 0.805 0.776558124381558
0.435 0.805 0.77854624065138
0.44 0.805 0.780523426339107
0.445 0.805 0.782489992440143
0.45 0.805 0.784446240042492
0.455 0.805 0.786392460618776
0.46 0.805 0.788328936306961
0.465 0.805 0.790255940179791
0.47 0.805 0.792173736502964
0.475 0.805 0.794082580982057
0.48 0.805 0.795982720998213
0.485 0.805 0.797874395832571
0.49 0.805 0.799757836879432
0.495 0.805 0.80163326784809
0.5 0.805 0.803500904953256
0.005 0.81 0.500389401289988
0.01 0.81 0.506213804775304
0.015 0.81 0.512507187284206
0.02 0.81 0.517914781187721
0.025 0.81 0.523057881935968
0.03 0.81 0.528088269525135
0.035 0.81 0.53305432443954
0.04 0.81 0.537974482115328
0.045 0.81 0.542855863580728
0.05 0.81 0.547700355419338
0.055 0.81 0.552506977704676
0.06 0.81 0.557272949455247
0.065 0.81 0.561994256435142
0.07 0.81 0.5666660396616
0.075 0.81 0.571282949479185
0.08 0.81 0.575839533344022
0.085 0.81 0.580330676850552
0.09 0.81 0.584752074304746
0.095 0.81 0.589100665072448
0.1 0.81 0.593374945583366
0.105 0.81 0.5975750702073
0.11 0.81 0.601702696451221
0.115 0.81 0.605760601337146
0.12 0.81 0.609752166452645
0.125 0.81 0.61368086432138
0.13 0.81 0.617549861845562
0.135 0.81 0.621361800181735
0.14 0.81 0.625118745811224
0.145 0.81 0.628822263150712
0.15 0.81 0.632473545600629
0.155 0.81 0.63607355295308
0.16 0.81 0.639623124614191
0.165 0.81 0.643123058241316
0.17 0.81 0.646574156419481
0.175 0.81 0.649977249570672
0.18 0.81 0.653333203768744
0.185 0.81 0.656642920238155
0.19 0.81 0.659907330950497
0.195 0.81 0.663127392812898
0.2 0.81 0.666304081685749
0.205 0.81 0.669438386761815
0.21 0.81 0.672531305490618
0.215 0.81 0.675583839079746
0.22 0.81 0.678596988546558
0.225 0.81 0.68157175127561
0.23 0.81 0.684509118034063
0.235 0.81 0.687410070399379
0.24 0.81 0.690275578556962
0.245 0.81 0.693106599428971
0.25 0.81 0.6959040750989
0.255 0.81 0.698668931499745
0.26 0.81 0.701402077336456
0.265 0.81 0.704104403216177
0.27 0.81 0.70677678096222
0.275 0.81 0.709420063090103
0.28 0.81 0.712035082426061
0.285 0.81 0.714622651850447
0.29 0.81 0.717183564150179
0.295 0.81 0.71971859196607
0.3 0.81 0.722228487822328
0.305 0.81 0.724713984226897
0.31 0.81 0.727175793832505
0.315 0.81 0.729614609649421
0.32 0.81 0.73203110530192
0.325 0.81 0.734425935321333
0.33 0.81 0.736799735469424
0.335 0.81 0.73915312308651
0.34 0.81 0.741486697459443
0.345 0.81 0.743801040205129
0.35 0.81 0.746096715665806
0.355 0.81 0.748374271312759
0.36 0.81 0.750634238155571
0.365 0.81 0.752877131154394
0.37 0.81 0.755103449633038
0.375 0.81 0.757313677690981
0.38 0.81 0.759508284612654
0.385 0.81 0.761687725272614
0.39 0.81 0.76385244053536
0.395 0.81 0.766002857648812
0.4 0.81 0.768139390630534
0.405 0.81 0.770262440646014
0.41 0.81 0.772372396378345
0.415 0.81 0.774469634388827
0.42 0.81 0.776554519468052
0.425 0.81 0.778627404977126
0.43 0.81 0.780688633178758
0.435 0.81 0.782738535557974
0.44 0.81 0.78477743313228
0.445 0.81 0.786805636751127
0.45 0.81 0.788823447384546
0.455 0.81 0.790831156400867
0.46 0.81 0.792829045833412
0.465 0.81 0.794817388636098
0.47 0.81 0.796796448927844
0.475 0.81 0.798766482225705
0.48 0.81 0.800727735666617
0.485 0.81 0.802680448217622
0.49 0.81 0.804624850874431
0.495 0.81 0.806561166848115
0.5 0.81 0.808489611739714
0.005 0.815 0.500433162827296
0.01 0.815 0.506428798975143
0.015 0.815 0.51262304475536
0.02 0.815 0.517994725461056
0.025 0.815 0.523123511427844
0.03 0.815 0.528148009941477
0.035 0.815 0.533112526618345
0.04 0.815 0.538033978391969
0.045 0.815 0.542918887939025
0.05 0.815 0.547768948589504
0.055 0.815 0.55258319707267
0.06 0.815 0.557358991317945
0.065 0.815 0.562092529220866
0.07 0.815 0.566779200220477
0.075 0.815 0.571413903255874
0.08 0.815 0.575991395390865
0.085 0.815 0.58050669230016
0.09 0.815 0.584955503530534
0.095 0.815 0.589334648784018
0.1 0.815 0.593642374786474
0.105 0.815 0.597878489875487
0.11 0.815 0.602044265546011
0.115 0.815 0.606142115807242
0.12 0.815 0.610175132374729
0.125 0.815 0.614146594540118
0.13 0.815 0.618059567345383
0.135 0.815 0.621916656172235
0.14 0.815 0.625719925940972
0.145 0.815 0.62947094655047
0.15 0.815 0.633170906979108
0.155 0.815 0.636820745982765
0.16 0.815 0.640421265764338
0.165 0.815 0.643973214550013
0.17 0.815 0.64747733793733
0.175 0.815 0.650934405743968
0.18 0.815 0.654345222587176
0.185 0.815 0.65771062908958
0.19 0.815 0.661031498431144
0.195 0.815 0.664308731031231
0.2 0.815 0.667543248802658
0.205 0.815 0.670735989631015
0.21 0.815 0.673887902326871
0.215 0.815 0.676999942113693
0.22 0.815 0.680073066639916
0.225 0.815 0.683108232478274
0.23 0.815 0.686106392069393
0.235 0.815 0.689068491067331
0.24 0.815 0.691995466047433
0.245 0.815 0.694888242539957
0.25 0.815 0.697747733355967
0.255 0.815 0.70057483717487
0.26 0.815 0.703370437365623
0.265 0.815 0.706135401016178
0.27 0.815 0.708870578147984
0.275 0.815 0.711576801094583
0.28 0.815 0.714254884025242
0.285 0.815 0.716905622596466
0.29 0.815 0.719529793715854
0.295 0.815 0.722128155404349
0.3 0.815 0.724701446744312
0.305 0.815 0.727250387902163
0.31 0.815 0.729775680215483
0.315 0.815 0.732278006335562
0.32 0.815 0.734758030417319
0.325 0.815 0.737216398349421
0.33 0.815 0.739653738018215
0.335 0.815 0.742070659599775
0.34 0.815 0.744467755875064
0.345 0.815 0.746845602563733
0.35 0.815 0.749204758672636
0.355 0.815 0.751545766855599
0.36 0.815 0.753869153781386
0.365 0.815 0.756175430507191
0.37 0.815 0.75846509285532
0.375 0.815 0.760738621791002
0.38 0.815 0.762996483799564
0.385 0.815 0.76523913126141
0.39 0.815 0.767467002823466
0.395 0.815 0.769680523765928
0.4 0.815 0.77188010636332
0.405 0.815 0.774066150239005
0.41 0.815 0.776239042712393
0.415 0.815 0.778399159138255
0.42 0.815 0.780546863237565
0.425 0.815 0.782682507419446
0.43 0.815 0.784806433093797
0.435 0.815 0.786918970974292
0.44 0.815 0.789020441371438
0.445 0.815 0.791111154475443
0.45 0.815 0.793191410628655
0.455 0.815 0.79526150058738
0.46 0.815 0.797321705772832
0.465 0.815 0.799372298511065
0.47 0.815 0.801413542261624
0.475 0.815 0.803445691834736
0.48 0.815 0.805468993596763
0.485 0.815 0.807483685663648
0.49 0.815 0.809489998082044
0.495 0.815 0.81148815299775
0.5 0.815 0.813478364811023
0.005 0.82 0.500482051066321
0.01 0.82 0.506631222573267
0.015 0.82 0.512731244372811
0.02 0.82 0.518070014926269
0.025 0.82 0.523185695383792
0.03 0.82 0.528204851938214
0.035 0.82 0.533168068628321
0.04 0.82 0.538090872882963
0.045 0.82 0.542979241015206
0.05 0.82 0.547834693294248
0.055 0.82 0.552656288191733
0.06 0.82 0.557441520002072
0.065 0.82 0.562186792908436
0.07 0.82 0.566887739038295
0.075 0.82 0.571539503570029
0.08 0.82 0.576137057337302
0.085 0.82 0.580675559203292
0.09 0.82 0.585150756737292
0.095 0.82 0.589559380498603
0.1 0.82 0.593899460938146
0.105 0.82 0.59817049006185
0.11 0.82 0.602373373233726
0.115 0.82 0.606510168524333
0.12 0.82 0.61058367342004
0.125 0.82 0.614596963053438
0.13 0.82 0.618552989012225
0.135 0.82 0.62245431310225
0.14 0.82 0.626302996458912
0.145 0.82 0.630100617193834
0.15 0.82 0.633848365650956
0.155 0.82 0.637547166381208
0.16 0.82 0.641197790817364
0.165 0.82 0.64480094307999
0.17 0.82 0.648357315853726
0.175 0.82 0.651867621336478
0.18 0.82 0.655332604837081
0.185 0.82 0.65875304791787
0.19 0.82 0.662129766068763
0.195 0.82 0.66546360399046
0.2 0.82 0.668755430151112
0.205 0.82 0.672006131408083
0.21 0.82 0.675216608017797
0.215 0.82 0.678387769133932
0.22 0.82 0.681520528800406
0.225 0.82 0.684615802411213
0.23 0.82 0.687674503599292
0.235 0.82 0.69069754151564
0.24 0.82 0.693685818461788
0.245 0.82 0.696640227841387
0.25 0.82 0.699561652399314
0.255 0.82 0.702450962719327
0.26 0.82 0.705309015953659
0.265 0.82 0.708136654760266
0.27 0.82 0.710934706425493
0.275 0.82 0.713703982151964
0.28 0.82 0.71644527649326
0.285 0.82 0.719159366918708
0.29 0.82 0.721847013493135
0.295 0.82 0.724508958657897
0.3 0.82 0.727145927100835
0.305 0.82 0.729758625704012
0.31 0.82 0.732347743559214
0.315 0.82 0.734913952042219
0.32 0.82 0.737457904937764
0.325 0.82 0.739980238607972
0.33 0.82 0.742481572197809
0.335 0.82 0.744962507871775
0.34 0.82 0.747423631076726
0.345 0.82 0.749865510826242
0.35 0.82 0.752288700002502
0.355 0.82 0.754693735672049
0.36 0.82 0.757081139412299
0.365 0.82 0.759451417645953
0.37 0.82 0.761805061980856
0.375 0.82 0.764142549553112
0.38 0.82 0.766464343371544
0.385 0.82 0.768770892661821
0.39 0.82 0.771062633208765
0.395 0.82 0.773339987695584
0.4 0.82 0.775603366038859
0.405 0.82 0.777853165718355
0.41 0.82 0.780089772100763
0.415 0.82 0.782313558756637
0.42 0.82 0.784524887769878
0.425 0.82 0.786724110039182
0.43 0.82 0.788911565570937
0.435 0.82 0.791087583763138
0.44 0.82 0.79325248367988
0.445 0.82 0.795406574316075
0.45 0.82 0.79755015485202
0.455 0.82 0.799683514897497
0.46 0.82 0.801806934725039
0.465 0.82 0.803920685492045
0.47 0.82 0.806025029451367
0.475 0.82 0.808120220149993
0.48 0.82 0.810206502615408
0.485 0.82 0.812284113529148
0.49 0.82 0.814353281387055
0.495 0.82 0.816414226645591
0.5 0.82 0.818467161853558
0.005 0.825 0.500536606842481
0.01 0.825 0.506821393802823
0.015 0.825 0.512832439093067
0.02 0.825 0.518141024544017
0.025 0.825 0.523244692429591
0.03 0.825 0.528259000729644
0.035 0.825 0.533221130076538
0.04 0.825 0.53814533449996
0.045 0.825 0.543037090615384
0.05 0.825 0.547897763492826
0.055 0.825 0.552726437419208
0.06 0.825 0.557520740070838
0.065 0.825 0.562277275793301
0.07 0.825 0.56699191323505
0.075 0.825 0.571660040622413
0.08 0.825 0.576276845323418
0.085 0.825 0.580837640551157
0.09 0.825 0.585338232451211
0.095 0.825 0.589775290977765
